Calendar Year,Property Name,Primary Property Type - Self Selected,Site Energy Use (kBtu),Data Center - IT Source Energy (kBtu),Electricity Use - Grid Purchase (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Data Center - Gross Floor Area (ft²),Largest Property Use Type - Gross Floor Area (ft²),Site EUI (kBtu/ft²)
2024,CIG > WCS BZ_9347_Bronx Zoo: Education Trailer #1,Other - Education,Not Available,Not Available,Not Available,Not Available,Not Available,750,Not Available
2024,CIG > WCS BZ_9348_Bronx Zoo: Force Main Pump Station,Other,Not Available,Not Available,Not Available,Not Available,Not Available,250,Not Available
2024,CIG > WCS BZ_9349_Bronx Zoo: Gains Trailer,Other - Public Services,Not Available,Not Available,Not Available,Not Available,Not Available,750,Not Available
2024,CIG > WCS BZ_9350_Bronx Zoo: Grote Street Guard Booth,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,30,Not Available
2024,CIG > WCS BZ_9352_Bronx Zoo: Irrigation Pump House,Other - Utility,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available
2024,CIG > WCS BZ_9353_Bronx Zoo: Italian Fountain Vault/Astor Court,Other,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available
2024,CIG > WCS BZ_9354_Bronx Zoo: Jungleworld Rd Parking Ticket Booth,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available
2024,CIG > WCS BZ_9355_Bronx Zoo: Asia Plaza Monorail Ticket Booth,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,24,Not Available
2024,CIG > WCS BZ_9356_Bronx Zoo: Northern Pond Food Stand,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,400,Not Available
2024,CIG > WCS BZ_9357_Bronx Zoo: Rainey Gate Admissions Ticket Booth,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,10,Not Available
2024,CIG > WCS BZ_9358_Bronx Zoo: Rainey Gate Old Admissions Ticket Booth,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,375,Not Available
2024,CIG > WCS BZ_9359_Bronx Zoo: Rare Animal Range Sheds,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,4000,Not Available
2024,CIG > WCS BZ_9360_Bronx Zoo: Recycling Center Booth,Other,Not Available,Not Available,Not Available,Not Available,Not Available,40,Not Available
2024,CIG > WCS BZ_9361_Bronx Zoo: Reptile Landing Gift Shop,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,225,Not Available
2024,CIG > WCS BZ_9363_Bronx Zoo: Service Yard Gas Pumps,Other - Utility,Not Available,Not Available,Not Available,Not Available,Not Available,30,Not Available
2024,CIG > WCS BZ_9364_Bronx Zoo: Skyfari Terminal East,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,300,Not Available
2024,CIG > WCS BZ_9365_Bronx Zoo: Skyfari Ticket Booth East,Zoo,Not Available,Not Available,Not Available,Not Available,Not Available,30,Not Available
2024,CIG > WCS BZ_9431_Bronx Zoo: Tractable Animal Building,Zoo,1484284,Not Available,Not Available,78.84,Not Available,8000,185.5
2024,CIG > WCS BZ_9432_Bronx Zoo: Isoquarantine,Zoo,2689748,Not Available,Not Available,142.86,Not Available,5250,512.3
2024,DPR_3632_Bronx Park - 180th Street Comfort Station,Other - Recreation,31335.5,Not Available,7328.5,2.12,Not Available,475,66
2024,Benchmarking Group - 170,K-12 School,5975471,Not Available,1547529.7,421.65,Not Available,91676,65.2
2024,DOE_7255_Q154,K-12 School,5878463.2,Not Available,1450521.9,410.49,Not Available,91260,64.4
2024,DPR_5889_Playground 75 Comfort Station,Other - Recreation,97007.8,Not Available,97007.8,11.16,Not Available,416,233.2
2024,Benchmarking Group - 171,K-12 School,336466,Not Available,336466,38.72,Not Available,103934,3.2
2024,DOE_7139_Q026,K-12 School,329275.2,Not Available,329275.2,37.9,Not Available,103300,3.2
2024,DPR_5918_Farm Playground/PS 26 Comfort Station,Other - Recreation,7190.8,Not Available,7190.8,0.83,Not Available,634,11.3
2024,Benchmarking Group - 172,Vehicle Repair Services,5277685.3,Not Available,751806.6,335.29,Not Available,19365,272.5
2024,DPR_3775_Cunningham Park -Redwood Playground Public Restroom,Other - Recreation,25260.4,Not Available,25260.4,2.91,Not Available,1001,25.2
2024,DPR_3776_Cunningham Park - Avon Rd Comfort Station,Other - Recreation,14400.7,Not Available,14400.7,1.66,Not Available,1266,11.4
2024,DPR_3779_Cunningham Park Garage - Maintenance and Shop,Vehicle Repair Services,4499787.9,Not Available,644616,278.95,Not Available,10471.3,429.7
2024,DPR_3780_Cunningham Park Upper Picnic Area Field House,Other - Recreation,243474.2,Not Available,9137.8,18.44,Not Available,1617,150.6
2024,DPR_3781_Cunningham Park Tennis House Public Restroom,Other - Recreation,494762.2,Not Available,58391.7,33.34,Not Available,1981,249.8
2024,Benchmarking Group - 173,K-12 School,5949593.1,Not Available,1491361.6,505.67,Not Available,164943,36.1
2024,DOE_7259_Q158,K-12 School,5933588.1,Not Available,1475356.6,503.83,Not Available,164525,36.1
2024,DPR_5884_Marie Curie Park Comfort Station,Other - Recreation,16004.9,Not Available,16004.9,1.84,Not Available,418,38.3
2024,Benchmarking Group - 174,K-12 School,6174859.4,Not Available,1350673.6,411.68,Not Available,73601,83.9
2024,DOE_7263_Q162,K-12 School,6170869.1,Not Available,1346683.3,411.22,Not Available,73200,84.3
2024,DPR_5872_Saul Weprin Playground Comfort Station,Other - Recreation,3990.3,Not Available,3990.3,0.46,Not Available,401,10
2024,Benchmarking Group - 175,K-12 School,8125280.5,Not Available,2321051.9,698.15,Not Available,74914,108.5
2024,DOE_7156_Q046,K-12 School,8119184.7,Not Available,2318055.1,697.64,Not Available,74480,109
2024,DPR_5175_Tall Oak Playground Comfort Station,Other - Recreation,6095.8,Not Available,2996.8,0.51,Not Available,434,14
2024,Benchmarking Group - 176,K-12 School,9605153.9,Not Available,1817913.2,780.72,Not Available,179341,53.6
2024,DOE_7175_Q067,K-12 School,9540757.6,Not Available,1807175.9,776.63,Not Available,178860,53.3
2024,DPR_5916_Louis Pasteur Park Comfort Station,Other - Recreation,64396.3,Not Available,10737.3,4.09,Not Available,481,133.9
2024,Benchmarking Group - 177,K-12 School,5013552.5,Not Available,1853091.3,447.78,Not Available,71392,70.2
2024,DOE_7415_Q811,K-12 School,5009082.9,Not Available,1848621.8,447.27,Not Available,70925,70.6
2024,DPR_5878_Challenge Playground Comfort Station,Other - Recreation,4469.5,Not Available,4469.5,0.51,Not Available,467,9.6
2024,Benchmarking Group - 178,K-12 School,7348439.2,Not Available,1727712.6,618.65,Not Available,93007,79
2024,DOE_7284_Q186,K-12 School,7283818.6,Not Available,1711994.1,614.24,Not Available,92575,78.7
2024,DPR_5233_Castlewood Playground Comfort Station,Other - Recreation,64620.5,Not Available,15718.5,4.41,Not Available,432,149.6
2024,Benchmarking Group - 179,K-12 School,4817541.6,Not Available,1448825.2,345.67,Not Available,94330,51.1
2024,DOE_7234_Q133,K-12 School,4669524.5,Not Available,1300808.1,328.63,Not Available,93883,49.7
2024,DPR_5869_Bellerose Playground Comfort Station,Other - Recreation,148017.1,Not Available,148017.1,17.03,Not Available,447,331.1
2024,Benchmarking Group - 18,K-12 School,8799883.8,Not Available,1856499.4,582.45,Not Available,116963,75.2
2024,"DOE_7701_X122, X822 Campus: X122",K-12 School,8682836,Not Available,1849935.6,575.83,Not Available,103325,84
2024,"DOE_7813_X122, X822 Campus: X822",K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,13200,Not Available
2024,DPR_5688_Riverbend Playground Comfort Station,Other - Recreation,117047.8,Not Available,6563.8,6.62,Not Available,438,267.2
2024,Benchmarking Group - 180,K-12 School,4234898.6,Not Available,860803.3,321.52,Not Available,85723,49.4
2024,DOE_7217_Q115,K-12 School,4125321.6,Not Available,751226.3,308.91,Not Available,85280,48.4
2024,DPR_5871_Playground 80 Comfort Station,Other - Recreation,109577,Not Available,109577,12.61,Not Available,443,247.4
2024,Benchmarking Group - 181,K-12 School,5450853.2,Not Available,1196894,363.69,Not Available,69331,78.6
2024,DOE_7173_Q064,K-12 School,5399276,Not Available,1188200.8,360.42,Not Available,68908,78.4
2024,DPR_5890_Ampere Playground Comfort Station,Other - Recreation,51577.2,Not Available,8693.2,3.28,Not Available,423,121.9
2024,Benchmarking Group - 182,Urgent Care/Clinic/Other Outpatient,4173558.8,Not Available,2022451.7,347.01,Not Available,51740,80.7
2024,DOHMH_10273_Jamaica Health Center Annex,Urgent Care/Clinic/Other Outpatient,Not Available,Not Available,Not Available,Not Available,Not Available,15840,Not Available
2024,DOHMH_3464_Jamaica Health Center Main,Urgent Care/Clinic/Other Outpatient,4173558.8,Not Available,2022451.7,347.01,Not Available,35900,116.3
2024,Benchmarking Group - 183,K-12 School,14073521.8,Not Available,1857991.2,1196.43,Not Available,287626,48.9
2024,DOE_7388_Q620,K-12 School,13851442.4,Not Available,1844282.8,1183.79,Not Available,287195,48.2
2024,DPR_5893_Joseph Austin Playground Comfort Station,Other - Recreation,222079.4,Not Available,13708.4,12.65,Not Available,431,515.3
2024,Benchmarking Group - 184,Courthouse,29510077.2,Not Available,22653866.1,2977.1,Not Available,291589,100.3
2024,HRA_607_OCSS Queens Family Court,Office,3394744.9,Not Available,3394744.9,390.69,Not Available,2661,1275.7
2024,DCAS_1048_Queens Family Court,Courthouse,26115332.4,Not Available,19259121.3,2586.41,Not Available,291589,89.6
2024,Benchmarking Group - 185,K-12 School,7887463,Not Available,2027553.2,710.28,Not Available,180552,43.7
2024,DOE_7289_Q192,K-12 School,7792279.9,Not Available,1932370.1,699.32,Not Available,180125,43.3
2024,DPR_5181_Hollis Playground Comfort Station,Other - Recreation,95183.1,Not Available,95183.1,10.95,Not Available,427,222.9
2024,Benchmarking Group - 186,K-12 School,10477628.3,Not Available,2661102.5,739.18,Not Available,107385,97.6
2024,DOE_7248_Q147,K-12 School,9555327.4,Not Available,1773008.5,635.16,Not Available,96100,99.4
2024,DOE_7428_Q851,K-12 School,880826,Not Available,880826,101.37,Not Available,10860,81.1
2024,DPR_5899_East Springfield Playground Comfort Station,Other - Recreation,41475,Not Available,7268,2.65,Not Available,425,97.6
2024,Benchmarking Group - 187,Fitness Center/Health Club/Gym,5909433.6,Not Available,2319985.6,457.65,Not Available,60000,93.7
2024,DPR_3828_Roy Wilkins Recreation Center,Fitness Center/Health Club/Gym,5461923.8,Not Available,2030615.8,415.95,Not Available,44089,123.9
2024,DPR_5215_Shea Stadium Parking Lot,Other - Recreation,289369.8,Not Available,289369.8,33.3,Not Available,1520,190.4
2024,DPR_5217_Roy Wilkens Park Comfort Station,Other - Recreation,158140,Not Available,Not Available,8.4,Not Available,1520,104
2024,Benchmarking Group - 188,Police Station,2504311,Not Available,1435405.1,203.87,Not Available,65024,38.5
2024,NYPD_14562_116th Precinct,Police Station,Not Available,Not Available,Not Available,Not Available,Not Available,46000,Not Available
2024,NYPD_4581_Classified NYPD Location,Police Station,2504311,Not Available,1435405.1,221.97,Not Available,19024,131.6
2024,Benchmarking Group - 189,K-12 School,4942047.2,Not Available,1461932.3,415.89,Not Available,93281,53
2024,DOE_7294_Q197,K-12 School,4797981,Not Available,1448072,407.38,Not Available,92500,51.9
2024,DPR_10234_PS 197 Playground Comfort Station,Other - Recreation,144066.3,Not Available,13860.3,8.51,Not Available,781,184.5
2024,Benchmarking Group - 190,K-12 School,6172780.9,Not Available,1705631.9,433.57,Not Available,83347,74.1
2024,DOE_7207_Q104,K-12 School,6003384.2,Not Available,1687356.2,423.44,Not Available,82900,72.4
2024,DPR_3820_P.S. 104 Playground Comfort Station,Other - Recreation,169396.7,Not Available,18275.7,10.13,Not Available,447,379
2024,Benchmarking Group - 191,K-12 School,5176284.3,Not Available,1304474.5,355.78,Not Available,84602,61.2
2024,DOE_7319_Q225,K-12 School,4971928.6,Not Available,1298785.8,344.57,Not Available,84100,59.1
2024,DPR_5232_Rockaway Beach 110,Other,204355.7,Not Available,5688.7,11.21,Not Available,502,407.1
2024,Benchmarking Group - 192,Other - Recreation,959135.1,Not Available,719847.1,95.56,Not Available,21654,44.3
2024,DPR_3827_Rockaway Beach 106th St PRB,Other - Recreation,235462.1,Not Available,235462.1,27.1,Not Available,5208,45.2
2024,DPR_9396_Rockaway Beach 106th St Lifeguard Station (East),Other,Not Available,Not Available,Not Available,Not Available,Not Available,874,Not Available
2024,DPR_3826_Rockaway Beach 97th Street PRB,Community Center and Social Meeting Hall,723672.9,Not Available,484384.9,68.46,Not Available,10364,69.8
2024,Benchmarking Group - 193,Parking,16647100.4,Not Available,10613063.6,1543.62,Not Available,213126,91.5
2024,DCAS_5571_Richmond County Supreme Court,Courthouse,11405087.1,Not Available,5371050.2,940.33,Not Available,182000,62.7
2024,DOT_11620_Staten Island Court House Parking Garage,Parking,5242013.4,Not Available,5242013.4,603.29,Not Available,188800,27.8
2024,Benchmarking Group - 194,K-12 School,4828906.3,Not Available,1598050.3,423.65,Not Available,95221,50.7
2024,DOE_7519_R031,K-12 School,4828906.3,Not Available,1598050.3,423.65,Not Available,92600,52.1
2024,DPR_9527_WT Davis Playground PS 31,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,2621,Not Available
2024,Benchmarking Group - 195,Other - Recreation,662247.8,Not Available,570793.8,70.55,Not Available,3266,202.8
2024,DPR_3866_Corporal Thompson Playground Public Restroom,Other - Recreation,485879.4,Not Available,398025.4,50.47,Not Available,1033,470.4
2024,DPR_3867_Thompson Park Poolhouses,Other - Recreation,176368.4,Not Available,172768.4,20.07,Not Available,2233,79
2024,Benchmarking Group - 196,K-12 School,6306252.7,Not Available,1657514.5,534.22,Not Available,192529,32.8
2024,DOE_7516_R027,K-12 School,6266558,Not Available,1617819.9,529.65,Not Available,192175,32.6
2024,DPR_5371_Prall Playground Comfort Station,Other - Recreation,39694.6,Not Available,39694.6,4.57,Not Available,354,112.1
2024,Benchmarking Group - 197,Vehicle Repair Services,10648805.7,Not Available,6875630.6,991.71,Not Available,55347,192.4
2024,DPR_3839_Clove Lake Garage and Shops,Vehicle Repair Services,2100777.5,Not Available,790462.5,160.57,Not Available,20500,102.5
2024,DPR_3840_Clove Lake Park Boathouse,Other - Recreation,57049,Not Available,Not Available,3.03,Not Available,405,140.9
2024,DPR_3865_Staten Island War Memorial Ice Rink,Ice/Curling Rink,3540511.4,Not Available,2032545.3,314.02,Not Available,14402,245.8
2024,DPR_5592_Clove Lakes Park (Stonehenge),Other - Recreation,1205343.9,Not Available,307498.9,83.08,Not Available,7866,153.2
2024,FDNY_4269_Staten Island Central Office,Office,3745124,Not Available,3745124,431.02,Not Available,12174,307.6
2024,Benchmarking Group - 198,Non-Refrigerated Warehouse,1933464.3,Not Available,294092.2,120.92,Not Available,102952,18.8
2024,DOT_3523_DOT Warehouse,Non-Refrigerated Warehouse,1739201,Not Available,99828.9,98.56,Not Available,33550,51.8
2024,FDNY_4267_Marine Co. 9,Other - Public Services,Not Available,Not Available,Not Available,Not Available,Not Available,9850,Not Available
2024,Benchmarking Group - 199,K-12 School,2987688.3,Not Available,2101437.3,288.92,Not Available,96931,30.8
2024,DOE_7505_R014,K-12 School,2764068.4,Not Available,2051537.4,273.95,Not Available,96327,28.7
2024,DPR_5926_Stapleton Playground Comfort Station,Other - Recreation,223620,Not Available,49900,14.97,Not Available,604,370.2
2024,Benchmarking Group - 2,Courthouse,90333352.4,Not Available,30182157.2,6668.49,Not Available,795700,58.4
2024,DCAS_1025_Manhattan Criminal Court,Courthouse,89501554.6,Not Available,29350359.5,6572.76,Not Available,795700,112.5
2024,DOC_1152_Manhattan CC: Manhattan Detention House South,Prison/Incarceration,831797.8,Not Available,831797.8,95.73,Not Available,514000,1.6
2024,DOC_8963_Manhattan CC: Manhattan Detention House North,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,236142,Not Available
2024,Benchmarking Group - 20,Other - Entertainment/Public Assembly,66527092.3,Not Available,23362108.4,4982.91,Not Available,484626,137.3
2024,CIG > NYBG_11795_NYBG: Picnic Pavilions,Other - Education,Not Available,Not Available,Not Available,Not Available,Not Available,2700,Not Available
2024,CIG > NYBG_11797_NYBG: Composting Restroom,Other - Services,Not Available,Not Available,Not Available,Not Available,Not Available,966,Not Available
2024,CIG > NYBG_11798_NYBG: Edible Academy,Other - Education,Not Available,Not Available,Not Available,Not Available,Not Available,8070,Not Available
2024,CIG > NYBG_11799_NYBG: Hort Services Butler Building,Other - Services,Not Available,Not Available,Not Available,Not Available,Not Available,4475,Not Available
2024,CIG > NYBG_11800_NYBG: Irrigation Pump House,Other - Services,Not Available,Not Available,Not Available,Not Available,Not Available,311,Not Available
2024,CIG > NYBG_11801_NYBG: Landscape Design/Arboretum Shed,Other - Services,Not Available,Not Available,Not Available,Not Available,Not Available,1800,Not Available
2024,CIG > NYBG_11802_NYBG: P-20,Other - Services,Not Available,Not Available,Not Available,Not Available,Not Available,1897,Not Available
2024,CIG > NYBG_11891_NYBG: NYBG - Upper and lower,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,21818,Not Available
2024,CIG > NYBG_710_NYBG: ECAG Discovery Center,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,3457,Not Available
2024,CIG > NYBG_711_NYBG: ECAG Multi-Purpose Building,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1283,Not Available
2024,CIG > NYBG_712_NYBG: ECAG Service Bldg,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1600,Not Available
2024,CIG > NYBG_713_NYBG: Enid A. Haupt Conservatory,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,50741,Not Available
2024,CIG > NYBG_714_NYBG: Garden Cafe & Terrace Room,Food Service,Not Available,Not Available,Not Available,Not Available,Not Available,15000,Not Available
2024,CIG > NYBG_715_NYBG: Charles B. Harding Laboratory Building,Laboratory,Not Available,Not Available,Not Available,Not Available,Not Available,23500,Not Available
2024,CIG > NYBG_716_NYBG: Hort Services Head-House,Other - Entertainment/Public Assembly,1312091,Not Available,Not Available,69.69,Not Available,4412,297.4
2024,CIG > NYBG_717_NYBG: Hort Services Storage Building,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1024,Not Available
2024,CIG > NYBG_718_NYBG: Hort Services Temporary Office,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,274,Not Available
2024,CIG > NYBG_719_NYBG: International Plant Science Center,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,53740,Not Available
2024,CIG > NYBG_720_NYBG: LuEsther T. Mertz Library,Library,11158313.9,Not Available,Not Available,592.67,Not Available,99785,111.8
2024,CIG > NYBG_721_NYBG: Nolen Building,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,2536,Not Available
2024,CIG > NYBG_722_NYBG: Nolen Glasshouses,Other - Entertainment/Public Assembly,8548985.5,Not Available,Not Available,454.08,Not Available,45400,188.3
2024,CIG > NYBG_723_NYBG: Operations Garage/Storage Building,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,3985,Not Available
2024,CIG > NYBG_724_NYBG: Operations Multi-Purpose Building,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,8506,Not Available
2024,CIG > NYBG_725_NYBG: Operations Office/Shops Building,Other - Entertainment/Public Assembly,16210506,Not Available,137.6,861.02,Not Available,9114,1778.6
2024,CIG > NYBG_726_NYBG: P-10,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,4092,Not Available
2024,CIG > NYBG_727_NYBG: Pfizer Plant Research Laboratory,Laboratory,8340863.8,Not Available,3817851.9,679.62,Not Available,24880,335.2
2024,CIG > NYBG_728_NYBG: Pit Houses,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1223,Not Available
2024,CIG > NYBG_729_NYBG: Harriet Barnes Pratt Library Wing,Office,1091993,Not Available,Not Available,58,Not Available,18541,58.9
2024,CIG > NYBG_730_NYBG: School Groups Restroom,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1280,Not Available
2024,CIG > NYBG_731_NYBG: Stone Mill,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,14460,Not Available
2024,CIG > NYBG_732_NYBG: Stone Cottage,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1890,Not Available
2024,CIG > NYBG_733_NYBG: Transformer Building,Other - Utility,Not Available,Not Available,Not Available,Not Available,Not Available,521,Not Available
2024,CIG > NYBG_734_NYBG: Leon Levy Visitor Center: Restroom,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1460,Not Available
2024,CIG > NYBG_735_NYBG: Leon Levy Visitor Center: Restroom,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1460,Not Available
2024,CIG > NYBG_736_NYBG: Leon Levy Visitor Center: Shop in the Garden,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,5232,Not Available
2024,CIG > NYBG_737_NYBG: Leon Levy Visitor Center: Ticketing and Cafe,Food Service,9010684.2,Not Available,9010684.2,1037.02,Not Available,6112,1474.3
2024,CIG > NYBG_740_NYBG: Jeannette Kittredge Watson Science and Education Building,Office,10771479.3,Not Available,10524040.2,1224.33,Not Available,36200,297.6
2024,DPR_5936_French Charley's Playground Public Restroom,Other - Recreation,82175.7,Not Available,9394.5,6.48,Not Available,881,93.3
2024,Benchmarking Group - 200,K-12 School,675348.3,Not Available,674008.3,77.64,Not Available,31905,21.2
2024,DOE_7522_R035,K-12 School,664523.9,Not Available,663183.9,76.4,Not Available,31500,21.1
2024,DPR_5543_Terrace Playground Comfort Station,Other - Recreation,10824.4,Not Available,10824.4,1.25,Not Available,405,26.7
2024,Benchmarking Group - 201,K-12 School,9302012.1,Not Available,1949857.3,614.91,Not Available,196528,47.3
2024,DOE_7536_R051,K-12 School,9239074.6,Not Available,1942431.7,611.11,Not Available,196100,47.1
2024,DPR_5545_Markham Playground Comfort Station,Other - Recreation,62937.5,Not Available,7425.5,3.8,Not Available,428,147.1
2024,Benchmarking Group - 202,K-12 School,4197921.5,Not Available,1395715.6,319.65,Not Available,52132,80.5
2024,DOE_7525_R039,K-12 School,4125440.9,Not Available,1379824,314.82,Not Available,51680,79.8
2024,DPR_5531_Arrochar Playground Comfort Station,Other - Recreation,72480.6,Not Available,15891.6,4.83,Not Available,452,160.4
2024,Benchmarking Group - 203,Other - Recreation,766853.3,Not Available,419039.3,66.7,Not Available,26601,28.8
2024,DPR_3859_Franklin D. Roosevelt Brdwlk and Beach-Vanderbilt at S Beach - bld,Other - Recreation,370767.7,Not Available,295018.8,37.98,Not Available,17736.9,20.9
2024,DPR_5470_South Beach Comfort Station,Other - Recreation,396085.6,Not Available,124020.5,28.72,Not Available,858,461.6
2024,Benchmarking Group - 204,K-12 School,2873450.5,Not Available,387094.9,176.61,Not Available,85713,33.5
2024,DOE_7537_R052,K-12 School,2751348.8,Not Available,377531.2,169.53,Not Available,85200,32.3
2024,DPR_5927_Dongan Playground Shed,Other,122101.7,Not Available,9563.7,7.08,Not Available,513,238
2024,Benchmarking Group - 205,K-12 School,4507130,Not Available,1637166.2,402.34,Not Available,81859,55.1
2024,DOE_7538_R053,K-12 School,4433102.8,Not Available,1625393,397.67,Not Available,80500,55.1
2024,DPR_5507_Greencroft Playground Comfort Station,Other - Recreation,74027.2,Not Available,11773.2,4.66,Not Available,1359,54.5
2024,Benchmarking Group - 206,K-12 School,5752436.7,Not Available,1613515.9,492.64,Not Available,81188,70.9
2024,DOE_7540_R055,K-12 School,5746520.9,Not Available,1607600.1,491.96,Not Available,80825,71.1
2024,DPR_5567_Double Nickel Playground Comfort Station,Other - Recreation,5915.8,Not Available,5915.8,0.68,Not Available,363,16.3
2024,Benchmarking Group - 207,Vehicle Repair Services,38441067.1,Not Available,5786546.8,2734.68,Not Available,230981,166.4
2024,DSNY_3966_Richmond Boro Repair Shop / SI 3 District Garage,Vehicle Repair Services,6383623.3,Not Available,858434.7,508.78,Not Available,75000,85.1
2024,DSNY_3970_Plant 1: Tractor Shops,Vehicle Repair Services,13572906.8,Not Available,3246214.4,1139.87,Not Available,75106,180.7
2024,Benchmarking Group - 208,K-12 School,7414824.2,Not Available,1909509.1,632.46,Not Available,192507,38.5
2024,DOE_7501_R007,K-12 School,7340429.7,Not Available,1898519.7,627.83,Not Available,192000,38.2
2024,DPR_5925_Prescott Playground Comfort Station,Other - Recreation,74394.5,Not Available,10989.5,4.63,Not Available,507,146.7
2024,Benchmarking Group - 21,K-12 School,7889479.3,Not Available,1549494.9,626.63,Not Available,102514,77
2024,"DOE_7594_X008, X808 Campus: X008",K-12 School,7748047.9,Not Available,1521619.5,617.39,Not Available,92480,83.8
2024,"DOE_7811_X008, X808 Campus: X808",K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,9600,Not Available
2024,DPR_3677_Mosholu Parkway Comfort Station,Other - Recreation,141431.4,Not Available,27875.4,9.24,Not Available,434,325.9
2024,Benchmarking Group - 210,K-12 School,5760456,Not Available,1355024.9,413.22,Not Available,66495,86.6
2024,DOE_7129_Q015,K-12 School,5673504.2,Not Available,1344727.2,407.96,Not Available,66060,85.9
2024,DPR_5921_Locust Manor Playground Comfort Station,Other - Recreation,86951.7,Not Available,10297.7,5.26,Not Available,435,199.9
2024,Benchmarking Group - 211,Prison/Incarceration,1665017096,Not Available,78764335,93317.82,Not Available,5970773,278.9
2024,"DOC_10012_Rikers Island RNDC: Sprungs, MOD 3",Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,35000,Not Available
2024,"DOC_10013_Rikers Island RNDC: Mods 2,4,10",Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,30000,Not Available
2024,DOC_10033_Rikers Island RMSC: 800 Bed Addition,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,225000,Not Available
2024,DOC_10102_Rikers Island Cogeneration Plant,Other,928122,Not Available,928122,106.82,Not Available,9734,95.3
2024,DOC_1153_Rikers Island West Facility: 200 Bed Modules,Prison/Incarceration,10589701.6,Not Available,10589701.6,1218.74,Not Available,30000,353
2024,DOC_1155_Rikers Island AMKC: Buildings 3&4,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,20000,Not Available
2024,DOC_1156_Rikers Island AMKC: Freezer Kitchen,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,800,Not Available
2024,DOC_1157_Rikers Island AMKC: Hart Island Module / S1,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,10000,Not Available
2024,DOC_1158_Rikers Island AMKC: Kitchen Switch A,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,800,Not Available
2024,DOC_1159_Rikers Island AMKC: Kitchen Switch B,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,800,Not Available
2024,DOC_1160_Rikers Island AMKC: Module 1,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,10000,Not Available
2024,DOC_1161_Rikers Island AMKC: Modules DD/,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,10000,Not Available
2024,DOC_1162_Rikers Island AMKC: Modules NN/,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,8000,Not Available
2024,DOC_1163_Rikers Island AMKC: Modules OO & PP/,Prison/Incarceration,Not Available,Not Available,Not Available,Not Available,Not Available,20000,Not Available
